"last_name, first_name",player_id,year,pa,strikeout,k_percent,bb_percent,whiff_percent,swing_percent,xwoba,xba,xslg,hard_hit_percent,barrel_batted_rate,avg_swing_speed,fast_swing_rate,swords,squared_up_contact,woba
"Little, Brendon",663893,2026,84,24,28.6,20.2,37.5,42.2,0.335,0.226,0.394,46.5,9.3,72.0,28.1,6.0,35.7,0.461
"Finnegan, Kyle",640448,2026,226,40,17.7,13.7,25.9,46.2,0.348,0.251,0.43,43.5,9.1,72.5,25.8,6.0,35.3,0.356
"Brown, Ben",676962,2026,265,65,24.5,7.2,27.3,47.1,0.279,0.223,0.335,43.0,7.3,71.8,23.6,10.0,37.2,0.228
"Pomeranz, Drew",519141,2026,135,17,12.6,11.9,17.6,49.8,0.351,0.267,0.463,37.0,9.1,72.1,25.6,3.0,30.2,0.368
"Gordon, Tanner",685299,2026,312,62,19.9,4.2,23.0,52.0,0.337,0.266,0.485,45.1,11.1,72.1,24.2,3.0,38.9,0.378
"Lugo, Seth",607625,2026,619,111,17.9,7.4,18.4,46.0,0.347,0.28,0.457,42.9,7.9,72.1,27.3,14.0,37.7,0.342
"Murdock, Noah",668716,2026,14,4,28.6,21.4,22.7,37.3,0.245,0.145,0.156,57.1,0.0,74.2,33.3,1.0,33.3,0.34
"Ferguson, Tyler",621053,2026,70,20,28.6,2.9,31.0,50.4,0.332,0.235,0.483,46.7,17.8,72.4,28.3,2.0,42.1,0.328
"Davila, Nick",689546,2026,111,13,11.7,9.9,15.9,46.7,0.331,0.27,0.384,28.6,4.8,72.4,30.1,3.0,33.8,0.288
"Fermin, José",820862,2026,181,49,27.1,11.0,30.9,49.1,0.322,0.233,0.391,42.6,9.3,72.5,28.7,4.0,28.8,0.311
"Weissert, Greg",669711,2026,204,47,23.0,7.8,23.3,48.9,0.302,0.229,0.388,33.3,6.5,71.9,22.8,3.0,30.5,0.316
"Seymour, Ian",693855,2026,399,115,28.8,7.8,29.5,49.9,0.296,0.223,0.392,37.8,10.0,72.0,28.3,9.0,30.2,0.299
"Brash, Matt",666374,2026,64,15,23.4,9.4,32.1,40.5,0.316,0.234,0.347,40.0,5.0,71.8,26.4,3.0,34.9,0.218
"Hoppe, Alex",695380,2026,144,39,27.1,9.0,28.1,46.3,0.292,0.243,0.335,40.7,3.3,72.2,25.9,14.0,35.6,0.299
"Casparius, Ben",676508,2026,23,4,17.4,17.4,35.0,40.4,0.385,0.281,0.467,26.7,13.3,70.7,13.9,0.0,40.9,0.404
"Valdez, Framber",664285,2026,613,111,18.1,8.8,20.6,46.3,0.324,0.258,0.391,43.7,6.2,72.3,29.1,23.0,38.1,0.32
"Lawrence, Justin",664875,2026,177,43,24.3,15.8,26.3,40.6,0.38,0.267,0.455,43.0,10.0,70.8,15.6,8.0,34.1,0.413
"Gonzalez, Domingo",682445,2026,36,5,13.9,13.9,19.7,47.3,0.453,0.355,0.618,52.0,12.0,72.7,33.3,1.0,41.3,0.383
"Wrobleski, Justin",680736,2026,516,100,19.4,5.4,20.0,50.1,0.331,0.27,0.448,43.9,9.4,72.6,31.6,7.0,35.1,0.294
"Nicolas, Kyle",693312,2026,42,7,16.7,31.0,23.7,29.8,0.434,0.272,0.444,31.8,5.0,72.1,19.6,0.0,23.3,0.422
"Olds, Wyatt",681544,2026,6,3,50.0,0.0,46.2,56.5,0.2,0.223,0.231,0.0,0.0,70.0,16.7,0.0,14.3,0.148
"Pallette, Peyton",688883,2026,97,22,22.7,16.5,28.4,39.8,0.356,0.25,0.384,42.9,7.1,71.8,19.7,7.0,27.5,0.333
"Thornton, Zac",804267,2026,200,36,18.0,7.0,19.6,51.1,0.337,0.269,0.455,40.9,9.4,72.9,30.4,6.0,33.7,0.289
"Suarez, José",660761,2026,258,60,23.3,9.7,26.7,48.6,0.302,0.25,0.342,32.4,2.4,71.9,25.3,6.0,29.9,0.343
"Johnston, Troy",687859,2026,5,0,0.0,20.0,10.0,47.6,0.376,0.165,0.184,66.7,0.0,67.6,0.0,0.0,33.3,0.285
"Rasmussen, Drew",656876,2026,529,138,26.1,4.7,25.0,50.5,0.275,0.229,0.35,32.9,6.1,71.9,25.5,21.0,28.6,0.254
"Bellozo, Valente",678368,2026,48,8,16.7,14.6,29.5,45.9,0.475,0.316,0.737,50.0,15.6,71.9,22.9,1.0,47.1,0.42
"Núñez, Dedniel",673380,2026,27,5,18.5,0.0,26.7,61.6,0.402,0.32,0.638,50.0,9.1,72.9,37.5,1.0,53.3,0.565
"Schuemann, Max",680474,2026,5,0,0.0,20.0,0.0,35.7,0.43,0.387,0.447,0.0,0.0,72.7,20.0,0.0,60.0,0.317
"Pérez, Eury",691587,2026,494,133,26.9,9.9,28.6,51.5,0.296,0.208,0.36,39.8,9.2,72.7,31.9,22.0,26.1,0.285
"Bachar, Lake",669199,2026,281,72,25.6,8.5,30.3,45.9,0.292,0.206,0.372,35.6,9.4,72.1,24.8,14.0,32.8,0.288
"Brebbia, John",605154,2026,21,2,9.5,0.0,17.0,56.4,0.414,0.317,0.673,42.1,10.5,72.5,31.9,0.0,30.8,0.424
"Zimmermann, Bruce",669145,2026,21,2,9.5,4.8,10.3,40.3,0.261,0.235,0.324,27.8,0.0,73.6,48.0,0.0,36.4,0.34
"Eovaldi, Nathan",543135,2026,555,137,24.7,5.8,30.5,52.2,0.316,0.25,0.421,41.5,8.7,73.1,35.9,7.0,33.1,0.322
"Phillips, Tyler",663969,2026,434,79,18.2,9.7,25.8,46.0,0.336,0.264,0.423,44.3,8.1,72.8,32.9,28.0,37.9,0.321
"Peralta, Wandy",593974,2026,261,39,14.9,8.4,21.9,51.3,0.314,0.266,0.377,33.3,3.5,72.4,27.5,2.0,31.4,0.332
"McClanahan, Shane",663556,2026,423,94,22.2,8.3,26.9,48.4,0.315,0.241,0.405,41.5,8.7,72.7,33.0,16.0,31.6,0.272
"Muñoz, Rolddy",691548,2026,12,3,25.0,8.3,33.3,42.9,0.428,0.315,0.639,62.5,25.0,73.0,35.0,0.0,46.2,0.525
"Cerantola, Eric",672021,2026,28,7,25.0,39.3,40.5,30.3,0.402,0.181,0.315,60.0,20.0,69.9,18.8,0.0,35.0,0.484
"Rogers, Tyler",643511,2026,240,29,12.1,8.3,14.1,50.7,0.254,0.225,0.289,27.5,1.1,70.7,18.7,1.0,32.5,0.238
"Gonzales, Marco",594835,2026,29,3,10.3,13.8,17.3,44.1,0.267,0.208,0.294,22.7,4.5,71.0,9.1,1.0,35.1,0.324
"Molina, Anthony",683627,2026,21,2,9.5,4.8,17.1,46.6,0.36,0.297,0.504,33.3,5.6,70.8,11.1,0.0,31.0,0.343
"Bummer, Aaron",607481,2026,88,13,14.8,12.5,19.5,47.0,0.382,0.271,0.521,49.2,12.7,71.9,27.1,3.0,40.2,0.457
"Early, Connelly",813349,2026,390,93,23.8,8.7,23.7,46.9,0.32,0.234,0.408,40.9,10.6,72.8,29.5,14.0,33.7,0.319
"López, Reynaldo",625643,2026,306,66,21.6,9.5,21.8,45.6,0.33,0.256,0.426,36.4,7.7,71.7,23.4,12.0,32.7,0.321
"Lorenzen, Michael",547179,2026,562,82,14.6,8.7,18.1,44.3,0.374,0.302,0.495,46.4,9.4,72.3,29.0,14.0,38.6,0.401
"Cole, Gerrit",543037,2026,353,92,26.1,5.4,21.7,48.1,0.285,0.237,0.369,42.7,8.1,72.1,25.7,10.0,33.6,0.288
"Melton, Troy",675512,2026,329,73,22.2,7.6,25.9,49.5,0.272,0.218,0.327,34.9,5.2,72.9,31.5,13.0,29.6,0.258
"Buttó, José",676130,2026,16,5,31.3,25.0,40.9,34.9,0.494,0.319,0.689,42.9,14.3,73.6,40.0,4.0,27.3,0.676
"Anderson, Drew",623454,2026,328,87,26.5,9.1,28.4,48.2,0.292,0.217,0.354,37.7,8.3,71.8,25.9,16.0,32.0,0.318
"Herrin, Tim",682120,2026,183,38,20.8,13.1,31.2,46.2,0.31,0.207,0.352,37.1,7.8,71.9,23.3,12.0,34.3,0.324
"Abbott, Andrew",671096,2026,604,108,17.9,10.9,22.4,46.6,0.331,0.256,0.415,38.2,7.7,72.6,29.4,25.0,30.9,0.316
"Giolito, Lucas",608337,2026,138,18,13.0,16.7,24.0,40.8,0.357,0.262,0.406,43.8,4.2,72.5,28.2,7.0,38.4,0.369
"Rodríguez, Elmer",695684,2026,83,10,12.0,13.3,27.0,39.6,0.366,0.272,0.385,34.5,5.2,72.1,26.5,2.0,41.5,0.35
"Kent, Zak",687849,2026,69,11,15.9,10.1,20.9,49.6,0.351,0.261,0.451,45.1,11.8,71.6,18.8,4.0,35.4,0.401
"Petty, Chase",695534,2026,139,15,10.8,6.5,19.6,48.2,0.361,0.278,0.47,37.5,9.1,72.4,29.6,0.0,37.9,0.328
"Hill, Jaden",677955,2026,130,30,23.1,13.1,30.5,48.5,0.309,0.229,0.343,39.2,3.8,71.7,22.0,6.0,30.3,0.33
"Edwards Jr., Carl",605218,2026,25,11,44.0,16.0,51.2,43.4,0.258,0.159,0.25,40.0,10.0,72.3,27.5,2.0,45.0,0.265
"Cabrera, Jose",703615,2026,81,12,14.8,8.6,20.2,44.4,0.353,0.268,0.456,35.0,6.7,74.0,39.6,3.0,35.3,0.355
"Mlodzinski, Carmen",669387,2026,451,81,18.0,8.0,20.8,45.7,0.351,0.296,0.446,47.7,7.3,72.0,27.2,13.0,36.6,0.327
"Drohan, Shane",675660,2026,421,99,23.5,7.8,27.2,47.9,0.295,0.231,0.367,38.1,8.5,72.5,29.7,13.0,31.5,0.302
"Murphy, Luke",684665,2026,35,6,17.1,17.1,20.7,39.2,0.259,0.146,0.199,27.3,0.0,71.5,22.4,0.0,23.1,0.242
"Lynch IV, Daniel",663738,2026,218,41,18.8,7.3,27.3,47.1,0.295,0.236,0.37,35.8,5.7,72.1,25.8,7.0,36.0,0.26
"Garcia, Julian",670062,2026,104,28,26.9,10.6,31.5,46.0,0.261,0.179,0.306,32.8,6.3,72.9,30.6,16.0,30.6,0.279
"Saucedo, Tayler",642048,2026,41,12,29.3,4.9,38.5,48.4,0.313,0.238,0.426,42.3,11.5,71.9,26.7,6.0,33.3,0.337
"Martin, Riley",702303,2026,32,10,31.3,9.4,20.3,50.0,0.25,0.169,0.312,42.1,5.3,73.8,37.3,0.0,26.2,0.248
"Weiss, Ryan",680802,2026,131,30,22.9,15.3,23.7,44.5,0.379,0.269,0.488,49.4,11.1,71.4,21.0,5.0,31.3,0.426
"Bowden, Ben",641386,2026,8,0,0.0,25.0,14.3,35.0,0.538,0.387,0.632,40.0,20.0,71.3,21.4,0.0,25.0,0.534
"Winn, Cole",668390,2026,197,42,21.3,7.6,27.1,53.9,0.336,0.271,0.44,42.4,6.5,72.3,29.7,6.0,32.7,0.348
"Prielipp, Connor",687570,2026,382,94,24.6,9.4,23.8,47.1,0.318,0.237,0.399,41.1,8.2,71.9,26.7,14.0,34.2,0.332
"Bieber, Shane",669456,2026,217,37,17.1,11.1,22.9,42.7,0.39,0.296,0.534,47.4,11.5,73.5,41.1,6.0,40.0,0.361
"Ahlstrom, Robby",695239,2026,118,26,22.0,6.8,27.6,49.0,0.311,0.255,0.392,33.3,6.2,72.5,29.6,1.0,24.5,0.311
"Jameson, Drey",686753,2026,76,13,17.1,11.8,29.3,46.2,0.322,0.25,0.369,28.3,5.7,71.9,24.6,1.0,34.9,0.319
"McGee, Easton",668834,2026,35,7,20.0,11.4,22.5,59.7,0.369,0.297,0.463,37.5,12.5,72.5,32.3,0.0,33.3,0.493
"Thornton, Trent",663423,2026,153,22,14.4,9.8,21.7,49.5,0.328,0.253,0.428,45.6,8.7,72.4,29.1,6.0,37.0,0.277
"Santana, Dennis",642701,2026,187,37,19.8,11.2,25.8,49.8,0.35,0.262,0.454,40.9,9.4,72.1,28.2,6.0,34.8,0.36
"Bibee, Tanner",676440,2026,613,117,19.1,7.0,23.8,46.9,0.32,0.252,0.423,39.3,8.3,71.8,23.6,14.0,37.6,0.304
"Sandlin, David",689818,2026,106,24,22.6,11.3,22.8,45.0,0.318,0.23,0.39,30.4,10.1,71.1,18.9,2.0,29.7,0.346
"Sims, Lucas",608371,2026,46,10,21.7,15.2,21.6,43.3,0.33,0.22,0.356,39.3,7.1,71.3,20.6,0.0,28.0,0.353
"Wilcox, Cole",677961,2026,123,28,22.8,13.8,31.4,46.3,0.355,0.284,0.404,46.1,6.7,71.3,21.3,3.0,33.6,0.325
"Espino, Daniel",682982,2026,27,12,44.4,14.8,43.4,44.2,0.279,0.203,0.278,45.5,9.1,71.7,17.6,1.0,20.0,0.325
"Pagán, Emilio",641941,2026,123,31,25.2,7.3,28.7,51.9,0.299,0.205,0.404,48.1,10.1,72.5,30.1,5.0,32.1,0.303
"Rodríguez, Yariel",684320,2026,45,6,13.3,15.6,15.7,40.7,0.402,0.295,0.495,32.3,12.9,72.7,37.1,1.0,30.2,0.422
"Smith, Hagen",696146,2026,21,7,33.3,28.6,28.6,37.6,0.341,0.183,0.277,62.5,12.5,71.3,31.3,1.0,25.0,0.297
"Ginkel, Kevin",656464,2026,217,49,22.6,6.9,29.4,50.2,0.306,0.236,0.414,39.9,9.8,72.0,25.1,17.0,37.4,0.294
"Rock, Joe",697812,2026,53,12,22.6,20.8,27.4,43.1,0.39,0.267,0.402,57.1,3.6,71.7,22.4,1.0,43.8,0.364
"Mathews, Quinn",687273,2026,41,10,24.4,14.6,27.6,45.3,0.273,0.194,0.265,24.0,4.0,71.8,25.0,0.0,22.0,0.313
"Cortes, Carlos",666126,2026,41,1,2.4,12.2,5.2,43.6,0.401,0.297,0.544,37.1,12.1,73.0,33.3,0.0,45.7,0.498
"Halvorsen, Seth",678020,2026,100,17,17.0,16.0,22.8,46.6,0.39,0.309,0.483,37.3,6.0,71.5,27.3,3.0,32.1,0.357
"Sterner, Justin",686993,2026,184,40,21.7,7.1,29.9,52.1,0.292,0.225,0.399,45.0,9.2,71.7,25.9,9.0,33.8,0.359
"Bello, Brayan",678394,2026,385,67,17.4,7.3,24.9,49.2,0.351,0.294,0.466,42.3,8.0,72.6,29.9,8.0,37.5,0.328
"Wilson, Bryse",669060,2026,124,25,20.2,1.6,17.8,54.3,0.314,0.288,0.412,46.3,3.2,71.6,23.6,2.0,35.0,0.334
"Van Eyk, CJ",669310,2026,31,1,3.2,3.2,12.9,48.4,0.363,0.309,0.46,46.4,3.6,72.9,31.0,1.0,25.5,0.423
"Taylor, Grant",691799,2026,263,85,32.3,8.0,28.4,46.7,0.242,0.185,0.276,41.7,5.8,70.6,16.8,23.0,30.6,0.244
"Nola, Aaron",605400,2026,593,146,24.6,7.8,28.1,46.0,0.315,0.245,0.42,42.0,9.5,72.3,27.7,14.0,35.4,0.357
"Pérez, Martín",527048,2026,455,83,18.2,9.9,21.6,42.6,0.322,0.259,0.385,37.2,5.2,73.4,36.1,7.0,34.8,0.29
"Soroka, Michael",647336,2026,375,88,23.5,5.6,22.0,49.9,0.312,0.255,0.407,32.6,8.0,72.2,25.9,11.0,28.0,0.281
"Keller, Brian",662144,2026,11,3,27.3,0.0,16.0,64.1,0.361,0.252,0.616,37.5,25.0,70.7,23.8,0.0,38.9,0.267
"Richards, Trevor",670950,2026,239,54,22.6,7.9,23.9,48.3,0.304,0.238,0.4,39.8,7.2,71.5,23.8,8.0,36.6,0.28
"Lopez, Jacob",682052,2026,396,81,20.5,11.6,24.4,45.4,0.288,0.208,0.331,28.9,5.3,72.4,29.3,13.0,25.8,0.347
"Abel, Mick",690953,2026,93,23,24.7,10.8,28.8,49.6,0.349,0.274,0.413,40.4,5.3,70.9,15.5,1.0,25.6,0.329
"Elder, Bryce",693821,2026,579,113,19.5,7.9,21.6,46.6,0.31,0.248,0.396,40.8,6.5,72.7,28.8,17.0,36.9,0.307
"Headrick, Brent",687396,2026,261,79,30.3,7.7,31.8,53.9,0.271,0.222,0.33,37.7,4.9,72.0,27.5,13.0,28.4,0.27
"McDonald, Trevor",686790,2026,310,57,18.4,7.4,21.3,44.5,0.312,0.246,0.359,37.8,4.2,72.4,26.7,20.0,38.0,0.323
"Ashcraft, Graham",668933,2026,109,32,29.4,14.7,32.4,45.3,0.286,0.197,0.307,36.1,7.3,71.5,28.3,13.0,26.0,0.279
"Yarbrough, Ryan",642232,2026,195,32,16.4,9.7,23.4,47.5,0.286,0.224,0.317,22.9,3.6,71.2,20.4,4.0,29.1,0.297
"Ullola, Miguel",699044,2026,23,9,39.1,4.3,27.9,48.9,0.282,0.209,0.418,30.8,15.4,72.7,25.0,0.0,21.4,0.286
"Phillips, Evan",623465,2026,60,14,23.3,6.7,23.9,46.6,0.332,0.243,0.498,38.1,14.3,71.7,24.2,2.0,36.8,0.346
"Sánchez, Cristopher",650911,2026,673,187,27.8,5.6,32.8,50.0,0.284,0.237,0.358,41.8,7.2,72.6,29.6,19.0,35.5,0.293
"Harris, Trent",805345,2026,23,10,43.5,13.0,34.1,39.8,0.261,0.199,0.252,30.0,0.0,70.1,16.1,0.0,20.0,0.355
"Higgins, P.J.",664731,2026,3,1,33.3,0.0,40.0,50.0,0.034,0.03,0.045,0.0,0.0,72.5,40.0,0.0,33.3,0.0
"Madden, Ty",680744,2026,146,37,25.3,8.2,24.4,49.2,0.259,0.2,0.302,30.2,5.2,72.0,30.8,10.0,25.1,0.243
"Poulin, PJ",676571,2026,153,25,16.3,13.7,16.9,40.0,0.353,0.256,0.441,44.3,9.6,72.6,32.3,3.0,39.6,0.302
"Arcia, Orlando",606115,2026,5,0,0.0,40.0,0.0,21.4,0.411,0.234,0.286,0.0,0.0,72.4,33.3,0.0,100.0,0.457
"Uribe, Abner",682842,2026,191,48,25.1,9.4,26.4,43.4,0.26,0.217,0.281,31.5,1.6,71.4,21.2,10.0,29.7,0.238
"Horton, Cade",690990,2026,26,4,15.4,7.7,23.3,46.7,0.283,0.249,0.321,35.0,5.3,71.5,17.5,0.0,32.3,0.235
"Woodford, Jake",663765,2026,126,23,18.3,5.6,19.5,46.0,0.369,0.333,0.484,49.0,8.3,71.8,23.7,0.0,41.9,0.384
"Hader, Josh",623352,2026,117,41,35.0,9.4,36.5,53.1,0.225,0.158,0.254,33.8,7.7,71.6,22.2,7.0,25.9,0.181
"Young, Brandon",687064,2026,507,96,18.9,8.3,23.4,49.9,0.323,0.258,0.412,41.1,6.9,71.9,26.1,25.0,35.5,0.319
"Farris, Mitch",815083,2026,204,49,24.0,11.3,27.7,44.2,0.351,0.268,0.45,48.8,8.5,71.5,25.8,9.0,38.3,0.365
"Muñoz, Andrés",662253,2026,195,73,37.4,9.2,40.3,47.3,0.28,0.208,0.333,41.7,8.7,71.4,24.0,15.0,28.4,0.285
"Sousa, Bennett",656986,2026,67,17,25.4,11.9,30.9,48.0,0.253,0.172,0.28,31.0,9.5,72.0,35.8,3.0,35.1,0.328
"Burgos, Juan",686228,2026,12,0,0.0,0.0,13.6,57.9,0.208,0.149,0.213,18.2,0.0,73.9,36.8,0.0,31.3,0.343
"Brzykcy, Zach",694350,2026,12,2,16.7,16.7,16.7,37.5,0.306,0.246,0.279,37.5,0.0,72.0,40.0,1.0,38.5,0.37
"Lowder, Rhett",695076,2026,452,82,18.1,9.3,19.9,45.1,0.346,0.265,0.454,37.8,9.6,72.3,26.7,17.0,34.0,0.338
"Garrett, Braxton",666129,2026,28,5,17.9,28.6,23.5,39.5,0.386,0.24,0.389,26.7,14.3,74.0,43.8,2.0,18.4,0.475
"Raquet, Nick",675919,2026,17,1,5.9,11.8,6.3,42.7,0.416,0.328,0.498,30.8,7.7,70.1,18.5,0.0,37.0,0.372
"Murray, Jayden",681151,2026,79,14,17.7,11.4,27.7,48.7,0.363,0.272,0.494,42.9,14.3,71.7,26.9,0.0,41.7,0.438
"Franco, Jose",683742,2026,92,15,16.3,16.3,20.6,44.5,0.347,0.236,0.391,33.9,10.0,71.6,13.4,5.0,33.6,0.363
"Callihan, Tyler",682997,2026,15,1,6.7,20.0,0.0,35.8,0.38,0.282,0.415,54.5,0.0,70.6,29.4,0.0,47.1,0.317
"Wesneski, Hayden",669713,2026,95,18,18.9,7.4,27.4,48.9,0.325,0.266,0.408,42.0,7.2,71.9,25.7,2.0,43.1,0.333
"Soto, Gregory",642397,2026,227,66,29.1,9.7,28.6,43.0,0.268,0.196,0.299,35.1,5.2,71.3,20.0,13.0,33.2,0.278
"Pecko, Ethan",814490,2026,18,4,22.2,16.7,30.0,44.9,0.301,0.173,0.261,20.0,0.0,70.5,21.1,0.0,23.1,0.326
"Martin, Corbin",656686,2026,25,4,16.0,20.0,34.0,47.7,0.396,0.248,0.509,56.3,12.5,72.6,21.7,2.0,31.3,0.41
"Go, Woo-Suk",808970,2026,22,5,22.7,9.1,25.0,51.2,0.386,0.28,0.559,53.3,20.0,71.4,26.2,0.0,41.9,0.543
"Festa, Matt",670036,2026,233,57,24.5,6.4,28.4,47.3,0.31,0.242,0.39,42.6,8.4,71.7,22.4,8.0,33.3,0.339
"Rainey, Tanner",663432,2026,15,4,26.7,26.7,40.0,35.7,0.31,0.162,0.231,28.6,0.0,72.4,36.8,0.0,36.4,0.245
"Yan, Jefry",642376,2026,26,7,26.9,19.2,34.9,43.4,0.325,0.26,0.301,42.9,0.0,73.1,33.3,0.0,22.2,0.305
"Peralta, Sammy",671111,2026,28,9,32.1,10.7,22.0,41.8,0.413,0.277,0.545,42.9,14.3,71.6,20.6,1.0,25.9,0.475
"Scherzer, Max",453286,2026,202,32,15.8,9.9,17.9,51.0,0.332,0.248,0.433,32.2,9.4,71.8,25.6,5.0,25.2,0.368
"Gastelum, Luis",703725,2026,80,22,27.5,7.5,35.1,48.7,0.302,0.214,0.414,23.5,9.8,71.8,23.0,2.0,36.3,0.351
"Lee, Chase",695445,2026,37,2,5.4,21.6,18.4,38.6,0.35,0.26,0.376,33.3,11.1,71.1,16.7,1.0,41.7,0.435
"Dotel, Wilber",696062,2026,123,31,25.2,10.6,25.0,46.8,0.304,0.241,0.36,48.1,3.8,71.7,22.7,5.0,31.2,0.299
"Hill, Tim",657612,2026,202,22,10.9,5.4,13.2,51.0,0.325,0.261,0.425,43.6,6.7,72.0,26.5,2.0,36.6,0.315
"Silseth, Chase",681217,2026,210,55,26.2,13.3,32.0,47.5,0.311,0.225,0.379,32.0,9.6,71.9,26.9,7.0,29.6,0.308
"Wilkinson, Matt",683363,2026,7,0,0.0,0.0,0.0,44.0,0.201,0.22,0.237,14.3,0.0,69.5,9.1,0.0,36.4,0.127
"Sulser, Cole",642121,2026,197,48,24.4,7.1,26.9,51.3,0.325,0.253,0.461,39.3,11.9,72.3,29.9,8.0,28.3,0.319
"Junk, Janson",676083,2026,396,66,16.7,6.6,15.1,48.6,0.316,0.259,0.408,40.4,6.6,72.5,31.0,6.0,34.1,0.329
"Falter, Bailey",663559,2026,57,6,10.5,10.5,20.0,44.4,0.415,0.355,0.537,44.4,6.7,72.2,28.4,0.0,53.3,0.549
"Graceffo, Gordon",700669,2026,249,38,15.3,11.6,17.6,44.7,0.343,0.253,0.448,45.6,10.0,72.1,30.4,6.0,41.4,0.268
"Dion, Will",702021,2026,114,34,29.8,4.4,27.2,52.9,0.279,0.234,0.362,32.4,5.4,71.8,21.9,1.0,32.9,0.286
"Pivetta, Nick",601713,2026,66,24,36.4,9.1,26.1,48.8,0.212,0.154,0.228,30.6,2.8,71.6,21.5,6.0,23.2,0.248
"Ureña, Walbert",700712,2026,479,109,22.8,12.3,27.7,45.6,0.283,0.201,0.301,34.3,5.3,72.9,35.5,18.0,26.4,0.276
"Montero, Keider",672456,2026,535,89,16.6,5.6,18.6,48.5,0.29,0.229,0.385,37.5,7.3,72.1,26.5,11.0,36.0,0.265
"Pearson, Nate",663878,2026,122,25,20.5,13.1,23.0,45.6,0.322,0.227,0.356,37.2,7.8,71.5,21.5,4.0,27.2,0.274
"Waguespack, Jacob",621097,2026,107,16,15.0,8.4,24.6,49.5,0.269,0.206,0.318,30.9,4.9,71.3,23.1,0.0,36.8,0.241
"Bidois, Brandan",684049,2026,80,20,25.0,15.0,37.7,48.9,0.363,0.253,0.468,46.8,17.0,71.1,20.9,7.0,38.8,0.407
"Thompson, Keegan",624522,2026,57,11,19.3,3.5,21.6,49.7,0.407,0.343,0.623,50.0,13.6,72.7,35.3,2.0,45.6,0.406
"Winn, Keaton",676775,2026,176,33,18.8,9.7,23.0,47.4,0.308,0.24,0.36,33.3,4.9,72.4,24.2,2.0,34.0,0.289
"Vest, Will",676684,2026,116,27,23.3,8.6,27.5,48.1,0.307,0.244,0.365,35.1,5.3,71.5,25.2,1.0,32.9,0.326
"Helsley, Ryan",664854,2026,68,21,30.9,13.2,37.9,45.4,0.265,0.185,0.296,47.4,5.3,71.4,18.6,2.0,40.0,0.319
"Scholtens, Jesse",669947,2026,196,34,17.3,7.1,20.6,49.8,0.348,0.276,0.466,35.2,10.3,72.7,30.6,10.0,30.0,0.348
"Marinaccio, Ron",676760,2026,260,48,18.5,10.4,25.3,47.1,0.347,0.261,0.427,41.0,7.9,71.8,25.2,9.0,33.5,0.371
"Burrows, Mike",681347,2026,423,75,17.7,8.3,21.6,49.3,0.337,0.263,0.441,38.8,8.4,72.6,29.0,11.0,33.2,0.375
"De Jesus, Enmanuel",646241,2026,177,39,22.0,8.5,24.3,47.5,0.324,0.254,0.409,43.8,7.4,71.6,22.1,4.0,38.9,0.302
"Morales, Luis",806960,2026,90,13,14.4,15.6,18.5,43.6,0.408,0.303,0.522,40.3,11.3,71.0,21.3,4.0,33.3,0.498
"Palmquist, Carson",687223,2026,78,15,19.2,10.3,22.5,48.2,0.337,0.271,0.374,23.1,3.8,71.7,23.2,1.0,28.4,0.378
"Bachman, Sam",696147,2026,198,46,23.2,13.6,33.1,44.0,0.298,0.213,0.318,32.0,7.5,71.9,24.6,7.0,30.7,0.305
"Cameron, Noah",702070,2026,580,126,21.7,7.4,26.4,47.7,0.315,0.251,0.412,38.2,8.1,72.3,28.1,10.0,33.6,0.3
"Guerrero, Tyron",594027,2026,137,35,25.5,3.6,24.6,57.1,0.25,0.219,0.312,33.7,4.3,71.1,21.2,1.0,26.3,0.253
"Kimbrel, Craig",518886,2026,154,33,21.4,11.0,25.3,48.1,0.325,0.248,0.397,38.2,6.9,71.8,25.6,9.0,33.5,0.316
"Davitt, Duncan",701474,2026,8,1,12.5,12.5,7.7,46.4,0.448,0.357,0.614,83.3,16.7,71.4,16.7,0.0,45.5,0.501
"Leasure, Jordan",673929,2026,78,18,23.1,10.3,26.5,51.8,0.406,0.269,0.624,44.2,25.0,71.6,23.5,4.0,36.5,0.337
"Zeferjahn, Ryan",666171,2026,251,82,32.7,13.5,33.3,40.0,0.281,0.178,0.286,36.8,6.5,71.5,23.2,5.0,30.2,0.297
"Adam, Jason",592094,2026,134,22,16.4,6.0,28.6,53.4,0.288,0.224,0.371,36.3,6.9,72.7,30.3,3.0,30.8,0.309
"Miller, Mason",695243,2026,199,95,47.7,9.5,47.0,46.8,0.188,0.129,0.174,27.7,3.6,70.5,18.3,15.0,24.4,0.182
"McFarlane, Alex",686934,2026,20,4,20.0,15.0,27.3,42.3,0.356,0.284,0.399,46.2,7.7,73.6,37.0,2.0,40.9,0.283
"Williams, Devin",642207,2026,178,51,28.7,11.8,34.9,50.8,0.282,0.219,0.31,29.2,4.7,71.7,23.7,3.0,29.4,0.337
"Muñoz, Roddery",682610,2026,25,6,24.0,24.0,43.5,41.1,0.44,0.291,0.556,76.9,15.4,70.9,22.0,1.0,47.8,0.585
"Parker, Mitchell",680730,2026,178,34,19.1,7.3,28.1,50.3,0.347,0.272,0.462,41.9,8.5,71.8,22.0,5.0,39.3,0.37
"Brazobán, Huascar",623211,2026,238,52,21.8,10.9,25.3,49.4,0.277,0.211,0.306,28.9,3.8,72.6,31.0,6.0,22.9,0.263
